timestamp , luminance, accX, accY , accZ, accXwithG, accYwithG, accZwithG
44979.8681640625, 71.19036920011327, -0.0015, -0.0012, 0.0619, -0.1267, -0.0033, 9.8677
45012.45703125, 71.19145724093227, -0.0017, -0.0025, 0.0583, -0.1267, -0.0045, 9.8641
45047.14990234375, 71.19009313480667, 0.0021, 0.0020, 0.0674, -0.1226, -0.0001, 9.8732
45080.589111328125, 71.19062612256329, 0.0017, 0.0045, 0.0620, -0.1232, 0.0024, 9.8679
45112.3681640625, 71.19851927358336, -0.0091, -0.0141, 0.0571, -0.1339, -0.0157, 9.8629
45148.660888671875, 71.19095651440152, 0.0036, 0.0014, 0.0548, -0.1212, -0.0001, 9.8607
45179.69189453125, 71.19948837562187, -0.0021, 0.0082, 0.0586, -0.1273, 0.0066, 9.8644
45215.85595703125, 71.19562647358363, 0.0025, -0.0047, 0.0620, -0.1230, -0.0066, 9.8678
45247.0849609375, 71.20000812256382, -0.0032, -0.0138, 0.0538, -0.1285, -0.0157, 9.8596
45281.84912109375, 71.20099819603168, -0.0003, -0.0008, 0.0563, -0.1261, -0.0025, 9.8622
45312.38720703125, 71.19597282460833, -0.0007, 0.0005, 0.0476, -0.1267, -0.0015, 9.8535
45351.843017578125, 71.1940342776665, 0.0004, 0.0010, 0.0542, -0.1255, -0.0010, 9.8601
45380.857177734375, 71.20298842460382, -0.0001, 0.0010, 0.0645, -0.1257, -0.0010, 9.8704
45415.652099609375, 71.20146218787167, 0.0020, 0.0016, 0.0595, -0.1239, -0.0003, 9.8653
45449.77685546875, 71.20445086542145, -0.0009, 0.0019, 0.0485, -0.1267, 0.0001, 9.8544
45482.510986328125, 71.21570270215209, 0.0072, 0.0040, 0.0598, -0.1184, 0.0025, 9.8656
45516.516845703125, 71.21329386949897, -0.0081, -0.0088, 0.0589, -0.1336, -0.0106, 9.8647
45549.502197265625, 71.20408407358475, 0.0028, 0.0006, 0.0529, -0.1230, -0.0015, 9.8587
45578.818115234375, 71.2152237307238, 0.0009, -0.0041, 0.0554, -0.1246, -0.0061, 9.8613
45619.77783203125, 71.2168251511283, -0.0025, -0.0030, 0.0596, -0.1279, -0.0054, 9.8655
45648.4619140625, 71.21666685725882, -0.0046, 0.0071, 0.0616, -0.1297, 0.0045, 9.8674
45685.566162109375, 71.21189824500983, -0.0019, -0.0192, 0.0487, -0.1270, -0.0215, 9.8545
45715.406005859375, 71.19969194297445, 0.0019, 0.0065, 0.0568, -0.1230, 0.0040, 9.8626
45749.20703125, 71.1946819184739, -0.0133, -0.0052, 0.0502, -0.1386, -0.0075, 9.8560
